index,genres,keywords,production_companies,title,cast,director,document
3871,"['comedy', 'family']","['holiday', 'nostalgia', 'youngboy', 'bbgun', 'essay', 'christmastreedealer', 'mallsanta', 'christmas', '1940s']",metro-goldwyn-mayer(mgm),A Christmas Story,"['melindadillon', 'darrenmcgavin', 'peterbillingsley', 'jeanshepherd', 'ianpetrella', 'scottschwartz', 'r.d.robb', 'zackward', 'yanoanaya', 'teddemoore', 'jeffgillen', 'leighbrown', 'bobclark', 'lesliecarlson', 'jimhunter']",bobclark,comedy family holiday nostalgia youngboy bbgun essay christmastreedealer mallsanta christmas 1940s m e t r o - g o l d w y n - m a y e r ( m g m )
3872,"['drama', 'romance']","['waitress', 'beach', 'independentfilm', 'soccer', 'girl', 'chancemeeting', 'flashback']",mpowerpictures,Bella,"['tammyblanchard', 'angélicaaragón', 'alilandry', 'jaimetirelli', 'mannypérez', 'sophienyweide', 'peterbucossi', 'davidcastro', 'lukasbehnken', 'ramónrodríguez', 'tawnycypress', 'michaelchin', 'ewadacruz', 'hudsoncooper', 'dominiccolón', 'alexagerasimovich', 'herblovelle', 'saradawson', 'michaelmosley', 'dougdebeech', 'eduardoverástegui', 'dionneaudain']",alejandromonteverde,drama romance waitress beach independentfilm soccer girl chancemeeting flashback m p o w e r p i c t u r e s
3873,"['action', 'drama', 'horror', 'crime', 'thriller']","['usa', 'femalenudity', 'detective', 'musicteacher', 'nudity', 'punk', 'highschool', 'vigilante', 'violenceinschools', 'murder', 'independentfilm', 'teacher', 'gang', 'lesbian', 'gangrape', 'juveniledelinquent', 'punkband', 'canuxploitation']",guerillahighproductions,Class of 1984,"['perryking', 'merrielynnross', 'timvanpatten', 'michaelj.fox', 'roddymcdowall', 'stefanarngrim', 'keithknight', 'lisalanglois', 'neilclifford', 'alwaxman', 'erinnoble', 'davidgardner', 'stevepernie', 'robertreece', 'josephkelly']",markl.lester,action drama horror crime thriller usa femalenudity detective musicteacher nudity punk highschool vigilante violenceinschools murder independentfilm teacher gang lesbian gangrape juveniledelinquent punkband canuxploitation g u e r i l l a h i g h p r o d u c t i o n s
3874,['comedy'],"['bet', 'divorce', 'gender', 'battleofthesexes', 'lifecompetition']",magnaglobalentertainment,The Opposite Sex,"['menasuvari', 'ericroberts', 'kristinchenoweth', 'danaashbrook', 'kenanthompson', 'jenniferfinnigan', 'danielleguldin']",jonathansilverman,comedy bet divorce gender battleofthesexes lifecompetition m a g n a g l o b a l e n t e r t a i n m e n t
3875,"['romance', 'drama']","['lust', 'lovecrime']",foxentertainmentgroup,Dreaming of Joseph Lees,"['rupertgraves', 'samanthamorton', 'nicholaswoodeson', 'leeross', 'felixbillson', 'laurenrichardson', 'vernondobtcheff']",ericstyles,romance drama lust lovecrime f o x e n t e r t a i n m e n t g r o u p
3876,['drama'],"['paris', 'sociallydeprivedfamily', 'literature', 'illegalimmigration', 'immigrant', 'education', 'boredom', 'classsociety', 'violenceinschools', 'republicanism', 'diversity', 'teacher', 'school', 'schoollife', 'teachersandstudents']",hautetcourt,The Class,"['françoisbégaudeau', 'franckkeïta', 'esmeraldaouertani', 'rachelregulier', 'weihuang', 'cherifbounaïdjarachedi', 'louisegrinberg', 'rabahnaitoufella', 'carlnanor', 'jean-michelsimonet', 'henriettekasaruhanda', 'laurabaquela', 'agamemalembo-emene', 'angélicasancio', 'arthurfogel', 'boubacartoure', 'buraközyilmaz', 'dalladoucoure', 'damiengomes', 'evaparadiso', 'juliettedemaille', 'justinewu']",laurentcantet,drama paris sociallydeprivedfamily literature illegalimmigration immigrant education boredom classsociety violenceinschools republicanism diversity teacher school schoollife teachersandstudents h a u t e t c o u r t
3877,"['horror', 'drama', 'mystery']","['anti-christ', 'contemporarysetting', 'laundry', 'occult', 'demonicpossession', 'sataniccult', 'luckycharm', 'womaninjeopardy', 'eatingdisorder', 'catholicpriest']",paramountpictures,Rosemary's Baby,"['miafarrow', 'johncassavetes', 'ruthgordon', 'sidneyblackmer', 'mauriceevans', 'ralphbellamy', 'victoriavetri', 'patsykelly', 'elishacookjr.', 'emmalinehenry', 'mariannegordon', 'charlesgrodin', 'hannalandy', 'philleeds', ""d'urvillemartin"", 'hopesummers', 'wendewagner', 'williamcastle']",romanpolanski,horror drama mystery anti-christ contemporarysetting laundry occult demonicpossession sataniccult luckycharm womaninjeopardy eatingdisorder catholicpriest p a r a m o u n t p i c t u r e s
3878,['western'],"['gunslinger', 'showdown', 'funeral', 'legend', 'toshootdead', 'outlaw', 'lawyer', 'pistol', 'rancher', 'stagecoach', 'cowboy']",paramountpictures,The Man Who Shot Liberty Valance,"['johnwayne', 'jamesstewart', 'veramiles', 'leemarvin', ""edmondo'brien"", 'kenmurray', 'johncarradine', 'jeanettenolan', 'andydevine', 'johnqualen', 'willisbouchey', 'carletonyoung', 'woodystrode', 'denverpyle', 'strothermartin', 'leevancleef', 'robertf.simon', 'o.z.whitehead', 'paulbirch', 'josephhoover', 'charlesakins', 'johnbarton', 'rudybowman', 'chetbrandenburg', 'jerrybrown', 'georgebruggeman', 'noblechissell', 'russellcuster', 'dukefishman', 'fritzford', 'hermanhack', 'jackkenny', 'richardlamarr', 'jacklilley', 'buddyroosevelt', 'jacktornek', 'sidtroy', 'ralphvolkie', 'maxwagner', 'blackiewhiteford', 'gertrudeastor', 'helengibson', 'evanovak', 'dorothyphillips', 'marioarteaga', 'chuckhayward', 'chuckroberson', 'jackwilliams', 'frankbaker', 'williamhenry', 'dannyborzage', 'dickcherney', 'chuckhamilton', 'samharris', 'larshensen', 'texholden', 'stuartholmes', 'jimmiehoran', 'jackperrin', ""'snub'pollard"", 'robertrobinson', 'scottseaton', 'rudysooter', 'carlm.leviness', 'kingmojave', 'shugfisher', 'benfrommer', 'jackpennick', 'philschumacher', 'tomhennesy', ""bryan'slim'hightower"", 'earlehodgins', 'michaeljeffers', 'tomsmith', 'capsomers', 'eddiejauregui', 'charlesmorton', 'ethanlaidlaw', 'annalee', 'tedmapes', 'montiemontana', 'slimtalbot', 'bobmorgan', 'charlesseel', 'budcokes']",johnford,western gunslinger showdown funeral legend toshootdead outlaw lawyer pistol rancher stagecoach cowboy p a r a m o u n t p i c t u r e s
3879,"['drama', 'romance']","[""children'sbook"", ""asperger'ssyndrome"", 'electricalengineer', ""asperger's""]",vox3films,Adam,"['hughdancy', 'rosebyrne', 'petergallagher', 'amyirving', 'frankiefaison', 'marklinn-baker', 'havilandmorris', 'adamlefevre', 'mikehodge', ""petero'hara"", 'johnrothman', 'terrywalters', 'steffanyhuckaby', 'susanporro', 'maddiecorman', 'tylerpoelle', 'billdawes', 'ursulaabbott', 'jeffhiller', 'lukakain', 'hunterreid', 'karinaarroyave', 'markdoherty', 'andrewpatrickralston']",maxmayer,drama romance children'sbook asperger'ssyndrome electricalengineer asperger's v o x 3 f i l m s
3880,"['drama', 'thriller', 'crime']","['individual', 'newyork', 'adolescence', 'colombia', 'drugtraffic', 'cocaine', 'drugcrime', 'illegalimmigration', 'maquiladora', 'airplane', 'bravery', 'teacher', 'pregnancy', 'selfesteem']",finelinefeatures,Maria Full of Grace,"['catalinasandinomoreno', 'guiliedlopez', 'yennypaolavega', 'johnálextoro', 'virginaariza', 'rodrigosánchezborhorquez', 'charlesalbertpatiño', 'wilsonguerrero', 'johannaandreamora', 'evangelinamorales', 'jaimeosoriogómez', 'victormacias', 'hugoferro', 'anamariaacosta', 'patriciarae', 'georgesmith']",joshuamarston,drama thriller crime individual newyork adolescence colombia drugtraffic cocaine drugcrime illegalimmigration maquiladora airplane bravery teacher pregnancy selfesteem f i n e l i n e f e a t u r e s
3881,"['drama', 'romance', 'comedy']","['gay', 'lossofmother', 'secret', 'comingout', 'lossoffather', 'cancer', 'lgbtelderly']",partsandlabor,Beginners,"['ewanmcgregor', 'christopherplummer', 'mélanielaurent', 'goranvisnjic', 'kailennox', 'marypagekeller', 'keeganboos', 'chinashavers', 'melissatang', 'amandapayton', 'lukedilberto', 'loutaylorpucci', 'jenniferlaurengrant', 'reynaldopacheco', 'jodilong', 'brucefrench', 'leslieshea', 'michaelchieffo', 'jenniferhasty', 'rodneysaulsberry', 'junesaunders', 'catherinemcgoohan', 'terrywalters', 'lanayoung', 'algeritawynnlewis', 'regineredwing', 'sundayburke', 'patrickl.birkett', 'saberawise', 'rafaelj.noble', 'joseyenque']",mikemills,drama romance comedy gay lossofmother secret comingout lossoffather cancer lgbtelderly p a r t s a n d l a b o r
3882,"['action', 'comedy', 'horror']","['monster', 'pub', 'duringcreditsstinger']",neoart&logic,Feast,"['balthazargetty', 'henryrollins', 'navirawat', 'judahfriedlander', 'jasonmewes', 'kristaallen', 'jennywade', 'joshzuckerman', 'clugulager', 'ericdane', ""anthony'treach'criss"", 'chauntaedavies', 'dianeayalagoldner', 'somahhaaland', 'tylerpatrickjones', 'eileenryan', 'duanewhitaker', 'hannahschick', 'garyj.tunnicliffe', 'mikej.regan']",johngulager,action comedy horror monster pub duringcreditsstinger n e o a r t & l o g i c
3883,['comedy'],"['sex', 'nudity', 'college', 'fraternity', 'grossoutcomedy', 'dean', 'fraternityhouse', 'probation', '1960s', 'collegefreshman', 'anarchiccomedy']",universalpictures,Animal House,"['johnbelushi', 'timmatheson', 'johnvernon', 'vernabloom', 'tomhulce', 'cesaredanova', 'peterriegert', 'marylouiseweller', 'stephenfurst', 'jameswiddoes', 'brucemcgill', 'markmetcalf', 'dewaynejessie', 'karenallen', 'jamesdaughton', 'marthasmith', 'sarahholcomb', 'lisabaur', 'kevinbacon', 'donaldsutherland', 'douglaskenney', 'chrismiller', 'brucebonnheim', 'joshuadaniel', 'sunnyjohnson', 'stacygrooman', 'elizaroberts', 'asenethjurgenson', 'katherinedenning', 'raymonerobinson', 'robertelliott', 'reginaldfarmer', 'jebidiahr.dumas', 'priscillalauris', 'rickeby', 'johnfreeman', 'seanmccartin', 'helenvick', 'rickgreenough', 'stephenbishop', 'johnlandis']",johnlandis,comedy sex nudity college fraternity grossoutcomedy dean fraternityhouse probation 1960s collegefreshman anarchiccomedy u n i v e r s a l p i c t u r e s
3884,"['adventure', 'action', 'thriller']","['secretorganization', 'secretintelligenceservice', 'nuclearradiation', 'fortknox', 'astonmartin', 'secretlab', 'kentucky', 'gasattack', 'airplane', 'britishsecretservice', 'duringcreditsstinger']",unitedartists,Goldfinger,"['seanconnery', 'honorblackman', 'gertfröbe', 'shirleyeaton', 'taniamallet', 'haroldsakata', 'bernardlee', 'martinbenson', 'ceclinder', 'austinwillis', 'loismaxwell', 'desmondllewelyn', 'burtkwouk', 'nadjaregin', 'margaretnolan', 'billnagy', 'michaelmellinger', 'petercranwell', 'richardvernon', 'mailing', 'varleythomas', 'johnmclaren', 'robertmacleod', 'victorbrooks', 'alfjoint', 'gerryduggan', 'carongardner']",guyhamilton,adventure action thriller secretorganization secretintelligenceservice nuclearradiation fortknox astonmartin secretlab kentucky gasattack airplane britishsecretservice duringcreditsstinger u n i t e d a r t i s t s
3885,"['sciencefiction', 'horror']","['injection', 'celebrity', 'satire', 'nearfuture', 'metamorphosis', 'technoir', 'virus', 'bodyhorror']",alliancefilms,Antiviral,"['caleblandryjones', 'sarahgadon', 'malcolmmcdowell', 'joepingue', 'sheilamccarthy', 'douglassmith', 'wendycrewson', 'nicholascampbell', 'jamescade', 'dawngreenhalgh', 'larajeanchorostecki', 'salvatoreantonio', 'elitsabako', 'reidmorgan', 'nennaabuwa', 'katiebergin', 'lisaberry', ""iano'brien"", 'markcaven', 'adambogen', 'tedddillon', 'jackieenglish', 'joshholliday', 'kimly', 'georgetchortov', 'danwarry-smith', 'vincentthomas', 'donnagoodhand', 'raultome', 'ladyvezina', 'miltonbarnes', 'mattwatts']",brandoncronenberg,sciencefiction horror injection celebrity satire nearfuture metamorphosis technoir virus bodyhorror a l l i a n c e f i l m s
3886,"['drama', 'family', 'fantasy']","['holiday', 'angel', 'basedonnovel', 'bank', 'suicideattempt', 'smalltown', 'christmastree', 'greatdepression', 'christmaseve', 'feel-goodending', 'guardianangel', 'christmas']",rkoradiopictures,It's a Wonderful Life,"['jamesstewart', 'donnareed', 'lionelbarrymore', 'thomasmitchell', 'henrytravers', 'beulahbondi', 'wardbond', 'frankfaylen', 'gloriagrahame', 'h.b.warner', 'frankalbertson', 'toddkarns', 'samuels.hinds', 'virginiapatton', 'marytreen', 'charleswilliams', 'sarahedwards', 'williamedmunds', 'lillianrandolph', 'argentinabrunetti', 'robertj.anderson', 'ronnieralph', 'jeangale', 'jeanineannroose', 'dannymummert', 'georgienokes', 'sheldonleonard', 'frankhagney', 'raywalker', 'charleslane', 'edwardkeane', 'carolcoombs', 'karolyngrimes', 'larrysimms', 'jimmyhawkins', 'jeanacker', 'ernieadams', 'monyaandre', 'stanleyandrews', 'samash', 'jackbailey', 'brooksbenedict', 'josephe.bernard', 'albridge', 'buzbuckley', 'mariancarr', 'adrianacaselotti', 'lanechandler', 'michaelchapin', 'tomchatterton', 'jackcheatham', 'harrycheshire', 'edwardclark', 'tomcoleman', 'ellencorby', 'jimmythecrow', 'lewdavis', 'harrydenny', 'helendickson', 'dickelliott', 'tomfadden', 'frankfenton', 'eddiefetherston', 'samflint', 'leefrederick', 'dickgordon', 'jackgordon', 'herschelgraham', 'josephgranby', 'charleshalton', 'herbertheywood', 'harryholman', 'arthoward', 'berthoward', 'arthurstuarthull', 'johnindrisano', 'eddiekane', 'carlkent', 'miltonkibbee', 'effielaird', 'mikelally', 'haroldlandon', ""meade'lux'lewis"", 'jacklomas', 'j.farrellmacdonald', 'wilburmack', 'charlesmeakin', 'bertmoorhouse', 'philipmorris', 'georgenoisom', ""bobo'connor"", ""franko'connor"", 'moroniolsen', 'garryowen', 'nettapacker', 'franklinparker', 'suzanneridgeway', 'markroberts', 'constantineromanoff', 'cyschindell', 'almirasessions', 'cedricstevens', 'bricksullivan', 'charlessullivan', ""carl'alfalfa'switzer"", 'maxwagner', 'larrywheat', 'charlesc.wilson']",frankcapra,drama family fantasy holiday angel basedonnovel bank suicideattempt smalltown christmastree greatdepression christmaseve feel-goodending guardianangel christmas r k o r a d i o p i c t u r e s
3887,"['drama', 'crime']","['londonengland', 'alcohol', 'sex', 'basedonnovel', 'drugaddiction', 'drugdealer', 'nightclub', 'junkie', 'heroin', 'coldturkey', 'modernsociety', 'hallucination', 'friendship', 'surrealism', 'darkcomedy', 'stealing', 'monologue', 'cultfilm', 'recoveringdrugaddict', 'illegaldrugs', 'drugdeal', 'drugrehabilitation', 'drugculture', 'antihero']",miramaxfilms,Trainspotting,"['ewanmcgregor', 'ewenbremner', 'jonnyleemiller', 'robertcarlyle', 'kellymacdonald', 'kevinmckidd', 'petermullan', 'jamescosmo', 'eileennicholas', 'susanvidler', 'paulinelynch', 'shirleyhenderson', 'stuartmcquarrie', 'keithallen', 'kevinallen', 'irvinewelsh', 'eddienestor', 'annielouiseross', 'billyriddoch', 'dalewinton', 'hughross', 'victoreadie', 'katedonnelly']",dannyboyle,drama crime londonengland alcohol sex basedonnovel drugaddiction drugdealer nightclub junkie heroin coldturkey modernsociety hallucination friendship surrealism darkcomedy stealing monologue cultfilm recoveringdrugaddict illegaldrugs drugdeal drugrehabilitation drugculture antihero m i r a m a x f i l m s
3889,"['horror', 'thriller']","['ouijaboard', 'haunting', 'demonicpossession', 'foundfootage', 'duringcreditsstinger']",paramountpictures,Paranormal Activity 2,"['katiefeatherston', 'davidbierend', 'brianboland', 'mollyephraim', 'sethginsberg', 'spraguegrayden', 'williamjuanprieto', 'jacksonxeniaprieto', 'micahsloat', 'viviscortez']",todwilliams,horror thriller ouijaboard haunting demonicpossession foundfootage duringcreditsstinger p a r a m o u n t p i c t u r e s
3890,"['comedy', 'romance']","['falseidentity', 'beguilement', 'lottery', 'village', 'jackpot', 'independentfilm', 'ireland']",foxsearchlightpictures,Waking Ned,"['ianbannen', 'davidkelly', 'fionnulaflanagan', 'susanlynch', 'brendandempsey', 'jamesnesbitt', 'paulvaughan', 'adrianrobinson', ""maurao'malley"", 'roberthickey', 'paddyward', 'jamesryland', 'fintanmckeown', 'eileendromey', 'kittyfitzgerald', 'dermotkerrigan', 'jimmykeogh', 'matthewdevitt', 'renniecampbell', 'eamonndoyle', 'raymondmaccormac', 'larryrandall', 'jimashford', 'annebancroft', 'lewischarlesbarham', 'colinbendall', 'dodobickerdike', 'joybirnie', 'jamesbishop', 'peterbradford', 'stevenburke', 'derickbussey', 'normancain', 'margaretcain', 'petercarroll', 'barbaraclague', 'pamcourtenaysmith', 'edwinacrebbin', 'jillcruddace', 'tedcruddace', 'heatherdawes', 'georgeegee', 'jillfoster', 'susanhidson', 'margarethorsfield', 'johnkaighin', 'unaking', 'annelace', 'shirleylewney', 'alixmorrey', ""pato'donohue"", 'gedpearce', 'stellapixton', 'joycepullin', 'charlieread', 'thomasreeder']",kirkjones,comedy romance falseidentity beguilement lottery village jackpot independentfilm ireland f o x s e a r c h l i g h t p i c t u r e s
3891,['documentary'],"['usa', 'canada', 'gun', 'homicide', 'toshootdead', 'checksandbalances', 'columbine', 'oklahomacitybombing', 'gunviolence', 'personrunningamok']",allianceatlantiscommunications,Bowling for Columbine,"['michaelmoore', 'georgeh.w.bush', 'georgew.bush', 'dickclark', 'charltonheston', 'jacoboarbenz', 'mikebradley', 'arthura.busch', 'michaelcaldwell', 'richardcastaldo', 'billclinton', 'stevedavis', 'ngodinhdiem', 'mikeepstein', 'joefarmer', 'mattstone', 'brooksbrown', 'dickherlan', 'marilynmanson', 'chrisrock', 'salvadorallende']",michaelmoore,documentary usa canada gun homicide toshootdead checksandbalances columbine oklahomacitybombing gunviolence personrunningamok a l l i a n c e a t l a n t i s c o m m u n i c a t i o n s
3892,['drama'],"['arrangedmarriage', 'laborcamp']",levisionpictures,Coming Home,"['gongli', 'chendao-ming', 'guotao', 'zhangjia-yi', 'yanni', 'zhanghuiwen', 'dingjiali', 'liupeiqi', 'chenxiaoyi', 'baiqingxin']",zhangyimou,drama arrangedmarriage laborcamp l e v i s i o n p i c t u r e s
3893,['horror'],"['gay', 'dancing', 'fire', 'diary', 'nightmare', 'hauntedhouse', 'transformation', 'supernatural', 'highschool', 'party', 'possession', 'premonition', 'spontaneouscombustion', 'bdsm', 'schoolbus', 'disfigurement', 'sleepwalking', 'dreams']",newlinecinema,A Nightmare on Elm Street Part 2: Freddy's Revenge,"['robertenglund', 'markpatton', 'kimmyers', 'robertrusler', 'clugulager', 'hopelange', 'marshallbell', 'melindao.fee', 'tommcfadden', 'sydneywalsh', 'edwardblackoff', 'christieclark', 'lymanward', 'donnabruce', 'hartsprager', 'allisonbarron', 'joannwillette', 'steveeastin', 'brianwimmer', 'robertchaskin', 'kerryremsen', 'kimberlylynn', 'stevensmith', 'jonathanhart', 'tomtangen', 'robertshaye']",jacksholder,horror gay dancing fire diary nightmare hauntedhouse transformation supernatural highschool party possession premonition spontaneouscombustion bdsm schoolbus disfigurement sleepwalking dreams n e w l i n e c i n e m a
3894,"['drama', 'romance']","['kiss', 'bedandbreakfastplace', 'florence']",goldcrestfilmsinternational,A Room with a View,"['maggiesmith', 'helenabonhamcarter', 'denholmelliott', 'juliansands', 'simoncallow', 'patrickgodfrey', 'judidench', 'fabiadrake', 'amandawalker', 'joanhenley', 'danielday-lewis', 'mariabritneva', 'rosemaryleach', 'rupertgraves', 'petercellier', 'miafothergill', 'matyelokgibbs', 'kittyaldridge', 'patricialawrence', 'freddykorner', 'elizabethmarangoni', 'mirioguidelli', 'luccarossi', 'isabellacelani', 'luigidifiore']",jamesivory,drama romance kiss bedandbreakfastplace florence g o l d c r e s t f i l m s i n t e r n a t i o n a l
3895,"['sciencefiction', 'horror', 'thriller']","['dystopia', 'barricade', 'homeinvasion', 'constitutionalconvention', 'legalizedmurder', 'socialallegory']",universalpictures,The Purge,"['lenaheadey', 'ethanhawke', 'maxburkholder', 'adelaidekane', 'rhyswakefield', 'tonyoller', 'edwinhodge', 'tomyi', 'arijabareikis', 'chrismulkey', 'tishafrench', 'danabunch', 'petergvozdas', 'johnweselcouch', 'aliciavela-bailey']",jamesdemonaco,sciencefiction horror thriller dystopia barricade homeinvasion constitutionalconvention legalizedmurder socialallegory u n i v e r s a l p i c t u r e s
3896,"['horror', 'thriller', 'mystery']","['drowning', 'pennsylvania', 'childmurderer', 'carsetonfire', 'murder', 'bagoverhead', 'massacre', 'poweroutage', 'hangedman', 'heldcaptive', 'hanging', 'death', 'attic', 'noopeningcredits', 'super-8', 'ghostchild', 'filmedkilling', 'crimenovelist']",alliancefilms,Sinister,"['ethanhawke', 'julietrylance', ""vincentd'onofrio"", 'jamesransone', 'freddaltonthompson', 'clarefoley', ""michaelhalld'addario"", 'victorialeigh', 'blakemizrahi', 'cameronocasio', 'daniellekotch', 'ethanhaberfield', 'nicholasking', 'tavissmiley', 'rachelkonstantin']",scottderrickson,horror thriller mystery drowning pennsylvania childmurderer carsetonfire murder bagoverhead massacre poweroutage hangedman heldcaptive hanging death attic noopeningcredits super-8 ghostchild filmedkilling crimenovelist a l l i a n c e f i l m s
3897,['comedy'],"['dailylife', 'scandal', 'growingup', 'divorce']",,Martin Lawrence Live: Runteldat,['martinlawrence'],martinlawrence,comedy dailylife scandal growingup divorce 
3898,"['drama', 'romance']","['individual', 'suicide', 'southernusa', 'adultery', 'mississippi', 'depression', 'jealousy', 'wifehusbandrelationship', 'dyinganddeath', 'alcoholic']",avonproduction,Cat on a Hot Tin Roof,"['elizabethtaylor', 'paulnewman', 'burlives', 'judithanderson', 'jackcarson', 'madeleinesherwood', 'vaughntaylor', 'larrygates', 'zeldacleaver', 'briancorcoran', ""robert'rusty'stevens"", 'hughcorcoran']",richardbrooks,drama romance individual suicide southernusa adultery mississippi depression jealousy wifehusbandrelationship dyinganddeath alcoholic a v o n p r o d u c t i o n
3899,"['adventure', 'sciencefiction', 'mystery']","['mutant', 'dystopia', 'survivor', 'astronaut', 'ape', 'science', 'worship']",twentiethcenturyfoxfilmcorporation,Beneath the Planet of the Apes,"['jamesfranciscus', 'kimhunter', 'mauriceevans', 'lindaharrison', 'charltonheston', 'paulrichards', 'davidwatson', 'thomasgomez', 'victorbuono', 'jamesgregory', 'jeffcorey', 'natalietrundy', 'donpedrocolley', 'todandrews', 'gregorysierra', 'eldonburke']",tedpost,adventure sciencefiction mystery mutant dystopia survivor astronaut ape science worship t w e n t i e t h c e n t u r y f o x f i l m c o r p o r a t i o n
3900,"['comedy', 'family', 'drama']","['clown', 'goldenretriever', 'dogactor']",waltdisneypictures,Air Bud,"['kevinzegers', 'wendymakkena', 'michaeljeter', 'billcobbs', 'brendanfletcher', 'normanbrowning', 'ericchristmas', 'nicolacavendish']",charlesmartinsmith,comedy family drama clown goldenretriever dogactor w a l t d i s n e y p i c t u r e s
3901,"['adventure', 'fantasy', 'animation', 'action', 'family']","['mountains', 'mountainvillage', 'friendship', 'basedontvseries', 'youngboy', 'pokémon', 'bestfriend', 'fighting', 'basedonvideogame', 'pikachu', 'anime']",tvtokyo,Pokémon: Spell of the Unknown,"['veronicataylor', 'rachaellillis', 'ericstuart']",michaelhaigney,adventure fantasy animation action family mountains mountainvillage friendship basedontvseries youngboy pokémon bestfriend fighting basedonvideogame pikachu anime t v t o k y o
3902,"['horror', 'mystery', 'thriller']","['lightning', 'cemetery', 'mask', 'slasher', 'jasonvorhees']",paramountpictures,Friday the 13th Part VI: Jason Lives,"['thommathews', 'jennifercooke', 'davidkagen', 'renéejones', 'tomfridley', 'c.j.graham', 'tonygoldwyn', 'darcydemoss', 'annryerson', 'alanblumenfeld', 'ronpalillo', 'kerrynoonan']",tommcloughlin,horror mystery thriller lightning cemetery mask slasher jasonvorhees p a r a m o u n t p i c t u r e s
3903,"['drama', 'history', 'war']","['japan', 'resistance', 'japanese', 'river', 'prisonersofwar', 'thailand', 'bridge', 'officer']",columbiapicturescorporation,The Bridge on the River Kwai,"['williamholden', 'alecguinness', 'jackhawkins', 'sessuehayakawa', 'jamesdonald', 'geoffreyhorne', 'andrémorell', 'peterwilliams', 'johnboxer', 'percyherbert', 'haroldgoodwin', 'annsears', 'heihachirôôkawa', 'keiichirôkatsumoto', 'vilaiwanseeboonreaung']",davidlean,drama history war japan resistance japanese river prisonersofwar thailand bridge officer c o l u m b i a p i c t u r e s c o r p o r a t i o n
3904,"['comedy', 'family', 'sciencefiction']","['alien', 'martian', 'misunderstanding', 'greedydeveloper']",touchstonepictures,Spaced Invaders,"['arianarichards', 'douglasbarr', 'royaldano', 'williamholmes']",patrickreadjohnson,comedy family sciencefiction alien martian misunderstanding greedydeveloper t o u c h s t o n e p i c t u r e s
3905,"['comedy', 'crime', 'thriller']","['fortuneteller', 'kidnapping', 'falseidentity', 'heir', 'spiritualist']",universalpictures,Family Plot,"['barbaraharris', 'brucedern', 'karenblack', 'williamdevane', 'edlauter', 'cathleennesbitt', 'katherinehelmond', 'warrenj.kemmerling', 'edithatwater', 'williamprince', 'nicholascolasanto', 'charlestyner', 'alexanderlockwood', 'alfredhitchcock', 'margeredmond', 'johnlehne']",alfredhitchcock,comedy crime thriller fortuneteller kidnapping falseidentity heir spiritualist u n i v e r s a l p i c t u r e s
3906,"['comedy', 'drama', 'romance']","['newyork', ""newyear'seve"", 'lovesickness', 'agedifference', 'suicideattempt', 'office', 'flat', 'spaghetti', 'christmasparty', 'winter', 'clerk', 'tennisracket', 'romanticcomedy', 'extramaritalaffair']",unitedartists,The Apartment,"['jacklemmon', 'shirleymaclaine', 'fredmacmurray', 'raywalston', 'jackkruschen', 'naomistevens', 'hopeholiday', 'edieadams', 'joanshawlee', 'johnnyseven', 'davidlewis', 'joycejameson', 'willardwaterman', 'davidwhite', 'dorothyabbott', 'ralphmoratz', 'joepalma', 'billbaldwin', 'bennyburt', 'lynncartwright', 'masoncurry', 'davidmacklin', 'halsmith']",billywilder,comedy drama romance newyork newyear'seve lovesickness agedifference suicideattempt office flat spaghetti christmasparty winter clerk tennisracket romanticcomedy extramaritalaffair u n i t e d a r t i s t s
3907,"['fantasy', 'horror', 'thriller']","['malenudity', 'femalenudity', 'waitress', 'camping', 'nudity', 'psychopath', 'sequel', 'murder', 'independentfilm', 'serialkiller', 'diner', 'slasher', 'seriesofmurders', 'violence', 'hockeymask', 'jasonvorhees', 'madman']",newlinecinema,Jason Goes to Hell: The Final Friday,"['kanehodder', 'johnd.lemay', 'karikeegan', 'stevenwilliams', 'stevenculp', 'eringray', 'rustyschwimmer', 'richardgant', 'lesliejordan', 'billygreenbush', 'juliemichaels', 'jamesgleason']",adammarcus,fantasy horror thriller malenudity femalenudity waitress camping nudity psychopath sequel murder independentfilm serialkiller diner slasher seriesofmurders violence hockeymask jasonvorhees madman n e w l i n e c i n e m a
3908,"['mystery', 'thriller']","['coldwar', 'eastgermany']",universalpictures,Torn Curtain,"['paulnewman', 'julieandrews', 'lilakedrova', 'hansjörgfelmy', 'tamaratoumanova', 'wolfgangkieling', 'ludwigdonath', 'giselafischer', 'günterstrack', 'mortmills', 'carolynconwell']",alfredhitchcock,mystery thriller coldwar eastgermany u n i v e r s a l p i c t u r e s
3909,"['comedy', 'documentary', 'music']","['blackpeople', 'hip-hop', 'blockparty', 'megaphone', 'classroom', 'brassband', 'stage']",yarifilmgroup,Dave Chappelle's Block Party,"['davechappelle', 'erykahbadu', 'common', 'yasiinbey', 'bilal', ""lil'cease"", 'codychestnutt', ""james'kamal'gray"", 'laurynhill', ""leonard'hub'hubbard"", 'wyclefjean', 'tiffanylimos', 'ahmir-khalibthompson', 'kanyewest', 'jillscott']",michelgondry,comedy documentary music blackpeople hip-hop blockparty megaphone classroom brassband stage y a r i f i l m g r o u p
